Carimbo de data/hora,Qual sua atividade atual na UFPR (relacionada à presença nesta disciplina)?,Qual o Setor de atuação/estudo na UFPR?  ,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação?,De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas diferentes de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) estatístico(s) você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,Qual das seguintes categorias descreve melhor sua situação de emprego?,Sexo,Quantos irmãos você tem?,Qual a sua origem?,Você mora,Qual seu meio de transporte predominante para ir para Universidade?,Possui habilitação para dirigir? Qual categoria?,"Em média, quanto tempo você demora para chegar a Universidade?",Qual a sua altura?,Qual o seu peso?,Possui animal de estimação?,Toca algum instrumento musical?,Qual a data do seu nascimento?,De quais redes sociais você participa?,"Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Você é o provedor da conta de NETFLIX da sua família/amigos?,O arroz do Natal tem que ser,Quantos anos você acha que a pessoa da foto abaixo tem?,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu algum vídeo da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,"Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina (Paulo Afonso, Walmes, Fernando Mayer, Cesar)?"
08/03/2019 21:05:02,Doutorado,ED - Educação,2013,UNINTER,,2016,2018,UFPR,0,Não,1,0,Não,Excel,Não sei ainda,9,Vivo de dividendos,Masculino,3,Outro País,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),60,175,80,sirvo um canis familiaris,"guitarra, violão, citara, gaita, violino, violoncelo, piano",29/11/1980,,0,Não tenho conta no NETFLIX,tanto faz.,27,"Professor, passar o que acreditamos que é certo para os que chegam no Planeta",Pelo meu/minha orientador/orientadora,Não,Não,Não
08/03/2019 21:31:44,Mestrado Acadêmico,TC - Tecnologia,2017,UNASP,Monitoria,,,,0,Não,2,0,Não,Excel,Não sei ainda,6,Trabalho ocasional,Masculino,1,Outro Estado,"Pensão, quarto alugado ou algo similar",Transporte público,A e B (moto e carro),45,175,66,Cachorro,"Teclado, violão, ukulele.",09/11/1994,"Facebook, Twitter, Instagram, Linkedin",5,Não,sem uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
08/03/2019 22:05:28,Mestrado Acadêmico,BL - Ciências Biológicas,2018,UTP,Monitoria,,,,0,CAPES,1,0,Não,Excel,Não sei ainda,8,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,174,66,gato;; cachorro,Não,26/12/1977,"Facebook, Instagram, Linkedin",2,Não,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
08/03/2019 22:36:43,Mestrado Acadêmico,BL - Ciências Biológicas,2017,UFPR,Bolsista de (algum outro) projeto,,,,0,Não,1,0,Sim,"R, Excel",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,Não,70,171,70,coelho,violão,13/08/1993,"Facebook, Instagram",3,Não,tanto faz.,65,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
08/03/2019 23:28:05,Doutorado,"AC - Artes, Comunicação e Design",2015,UTFPR,,2016,2018,UFPR,1,CAPES,1,6,Sim,Excel,Não sei ainda,6,Bolsista em tempo integral,Feminino,2,Interior do Paraná,Sozinho,A pé,B (carro),25,150,65,gato,Não,06/12/1991,"Facebook, Twitter, Instagram, Linkedin",10,Sim,sem uvas passas,45,Conseguir um emprego.,Pelo meu/minha orientador/orientadora,Não,Não,Não
09/03/2019 07:19:34,Doutorado,SD - Saúde,2006,UFPR,"Iniciação científica, Monitoria",2011,2013,UFPR,1,Não,1,5,Sim,Excel,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com outros familiares,Carro/moto próprio,B (carro),90,172,60,Não,piano,17/01/1982,"Facebook, Instagram",0,Sim,tanto faz.,55,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 08:26:49,Mestrado Acadêmico,SD - Saúde,2010,UEL,Estágio no Centro de controle de Intoxicações,,,,2,Não,0,0,Não,não se aplica,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,167,60,Não,Não,17/01/1985,"Facebook, Instagram",01,Não,sem uvas passas,49,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 08:56:31,Mestrado Acadêmico,SD - Saúde,2010,FEPAR - FACULDADE EVANGÉLICA DO PARANÁ,Iniciação científica,,,,3,Não,6,10,Sim,Excel,Certamente sim,10,Empresária / Professora autônoma / Nutricionista Clínica,Feminino,3,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),30,161,68,cachorro,Não,23/02/1968,"Facebook, Instagram, Outras",0,Sim,com uvas passas,35,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Sim,Não
09/03/2019 09:13:59,Mestrado Acadêmico,SD - Saúde,2007,Universidade Tuiuti do Paraná ,"Iniciação científica, Monitoria",,2019,UFPR,0,Não,1,5,Não,Excel,Certamente sim,10,Tenho uma empresa prestadora de serviço em Terapia Intensiva ,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),50,160,58,Não,Não,09/03/2019,,0,Não,com uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
09/03/2019 09:25:42,Doutorado,"AC - Artes, Comunicação e Design",2009,UTESC,,2014,2016,UFPR,4,Não,0,12,Sim,"SPSS, Excel",Certamente sim,7,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Outro País,Sozinho,Bicicleta,A e B (moto e carro),10,175,65,Não,Não,26/12/2084,"Facebook, Instagram, Linkedin",15,Não,com uvas passas,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
09/03/2019 10:16:39,Doutorado,AG - Agrárias,2008,UFPR,Auxilio alunos de pós no lab de cerâmica da Eng Química,2009,2011,UFPR,5,Não,1,1,Sim,Excel,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),40,179,88,cachorro,Não,16/12/1967,,0,Não,com uvas passas,38,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Não,Não,Não
09/03/2019 10:33:46,Mestrado Profisional,SD - Saúde,1991,UFPR,Iniciação científica,,,,0,Não,1,0,Sim,Excel,Certamente sim,9,Funcionária Pública ,Feminino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),40,161,62, Cachorros,Não,16/11/1968,"Facebook, Instagram",0,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Secretaria do programa ,Não,Não,Não
09/03/2019 11:43:07,Mestrado Acadêmico,BL - Ciências Biológicas,2017,UFPA,"Iniciação científica, Monitoria",,,,0,CAPES,1,2,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,"Pensão, quarto alugado ou algo similar",Transporte público,B (carro),120,168,67,Não,Violão,15/06/1993,"Twitter, Instagram, Linkedin",1,Não,tanto faz.,38,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 12:23:34,Mestrado Acadêmico,BL - Ciências Biológicas,2018,Universidade tuiuti do Paraná,Monitoria,,,UFPR,0,Não,0,0,Não,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Interior do Paraná,Com os pais,Serviço fretado de van/ônibus,Não,90,169,62,Cachorro,Não,21/10/1994,"Facebook, Instagram",10,Sim,sem uvas passas,16,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 12:37:07,Mestrado Acadêmico,BL - Ciências Biológicas,2017,UFPR,Iniciação científica,,,,0,CAPES,1,2,Sim,"R, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,A e B (moto e carro),30,178,80,Não,Não,29/05/1990,Facebook,0,Não tenho conta no NETFLIX,com uvas passas,56,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Sim,Não
09/03/2019 13:11:02,Mestrado Acadêmico,CH - Humanas,2016,UFPR,Bolsista de (algum outro) projeto,,2021,UFPR,0,Não,1,0,Sim,Excel,Não sei ainda,8,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,Não,30,154,57,Gato,Não,19/07/1991,"Facebook, Instagram, Linkedin",15,Não tenho conta no NETFLIX,tanto faz.,52,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma página institucional da UFPR na mídia social,Não,Não,Não
09/03/2019 13:31:02,Mestrado Acadêmico,BL - Ciências Biológicas,2018,UFPR,Iniciação científica,,,,1,CAPES,2,0,Não,0,Não sei ainda,10,Bolsista em tempo integral,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),30,175,65,Cachorro,Teclad0,07/12/1989,"Facebook, Instagram, Linkedin",0,Sim,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 13:31:08,Doutorado,AG - Agrárias,1996,UFPR,,2016,2018,UFPR,0,Não,1,11,Não,Excel,Certamente sim,10,Trabalho ocasional,Feminino,8,Outro Estado,Sozinho,A pé,A e B (moto e carro),25,166,58,Não,Percussão ,17/06/1969,Google+,1,Sim,tanto faz.,00,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
09/03/2019 13:44:52,Doutorado,SD - Saúde,1993,UFPR,,1997,1999,UFPR,2,Não,1,5,Não,SPSS,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Sozinho,Carro/moto próprio,B (carro),25,154,54,cão,violão,29/01/1968,,2,Sim,tanto faz.,58,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
09/03/2019 15:03:18,Mestrado Acadêmico,"AC - Artes, Comunicação e Design",2015,UFSM,Bolsista de (algum outro) projeto,,,,1,CAPES,0,8,Não,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,2,Outro Estado,"Pensão, quarto alugado ou algo similar",Transporte público,A e B (moto e carro),20,152,61,Não,Não,09/07/1991,"Facebook, Twitter, Instagram, Linkedin",15,Sim,sem uvas passas,50,Aumento salarial e oportunidades mais promissoras.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
09/03/2019 15:10:47,Mestrado Acadêmico,AG - Agrárias,2019,PUCPR,"Iniciação científica, Bolsista de (algum outro) projeto",,,,0,CAPES,1,0,Sim,"SAS, SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,Não,60,179,82,Não,Não,05/07/1989,"Facebook, Linkedin",0,Não tenho conta no NETFLIX,com uvas passas,60,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
09/03/2019 17:31:55,Doutorado,BL - Ciências Biológicas,2002,Universidad Central del Ecuador,"Iniciação científica, Bolsista de (algum outro) projeto",2010,2012,University of Munich,4,Não,1,10,Sim,"Statistica, Excel, past",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Outro País,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,A e B (moto e carro),20,171,80,Não,Não,02/10/1977,Google+,5,Não,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
09/03/2019 17:36:42,Doutorado,BL - Ciências Biológicas,2014,PUCPR,Iniciação científica,2016,2017,UFPR,0,CAPES,0,7,Sim,"SPSS, Excel",Certamente sim,9,Bolsista em tempo integral,Feminino,0,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),10,170,54,Cachorro,Violão,01/06/1992,"Facebook, Instagram, Linkedin",1,Não,sem uvas passas,68,Conseguir um emprego.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
09/03/2019 19:06:50,Doutorado,BL - Ciências Biológicas,2011,UNESP Botucatu,"Iniciação científica, PET, Monitoria",2017,,UFPR,3,Não,1,0,Sim,Prisma,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),20,170,53,Não,Não,02/06/1989,Linkedin,1,Não,tanto faz.,37,Aumento salarial e oportunidades mais promissoras.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
09/03/2019 19:49:21,Mestrado Profisional,ET - Exatas,2006,PUC-PR,,,,,0,Não,1,0,Não,Excel,Não sei ainda,5,Trabalho com carteira assinada/Vínculo Formal,Masculino,3,Outro Estado,Com os pais,Carro/moto próprio,A e B (moto e carro),15,170,76,gato;cachorro,Não,11/09/1980,Instagram,3,Não tenho conta no NETFLIX,tanto faz.,58,Aumento salarial e oportunidades mais promissoras.,Pelos outros professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não
09/03/2019 20:25:26,disciplina isolada mestrado acadêmico,ET - Exatas,2008,Universidade São Judas Tadeu,,,,,0,Não,1,0,Sim,Excel,Não sei ainda,8,Processo Seletivo Simplificado - PSS - professor temporário SEEDPR,Masculino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,Não,20,187,92,Não,Não,12/10/1973,Facebook,4,Sim,sem uvas passas,35,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
09/03/2019 21:44:40,Mestrado Acadêmico,SD - Saúde,2013,Universidade do Vale do Itajaí - UNIVALI,"Iniciação científica, Bolsista de (algum outro) projeto",,2019,UFPR,1,Não,1,1,Não,Excel,Certamente sim,10,Trabalho por contrato,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carona com amigos,B (carro),120,160,45,Não,Não,26/06/1992,"Facebook, Instagram",0,Sim,tanto faz.,38,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 06:44:20,Doutorado,AG - Agrárias,1982,UFPR,,2009,2012,UFPR,3,Não,2,6,Sim,Excel,Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,Superior à B,30,172,87,Gato; cachorro,Não,17/03/1959,"Facebook, Twitter, Google+, Instagram",1,Não tenho conta no NETFLIX,tanto faz.,56,Titulação para vida acadêmica,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 10:22:38,Professor,SD - Saúde,1983,UFPR,Monitoria,1999,2001,Faculdade de Saúde Publica USP,10,Não,1,1,Sim,"Excel, Epi Info, Stata",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),15,155,66,"cachorro, calopsita",Não,23/06/1960,Facebook,1,Sim,com uvas passas,45,--,Por amigos,Não,Sim,Não
10/03/2019 10:52:52,Mestrado Acadêmico,SD - Saúde,2008,PUC PR,,,,,0,Não,1,0,Sim,Excel,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,159,52,cachorro,Não,06/09/1986,"Facebook, Instagram, Linkedin",2,Sim,com uvas passas,55,Aumento salarial e oportunidades mais promissoras.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
10/03/2019 13:58:15,Mestrado Acadêmico,SD - Saúde,2015,UFPR,"Iniciação científica, Monitoria",,,UFPR,0,Não,0,1,Sim,"SPSS, Excel",Certamente sim,10,Trabalho ocasional,Feminino,2,Interior do Paraná,Com outros familiares,Carro/moto próprio,B (carro),10,155,52,Não,Não,29/05/1992,"Facebook, Instagram, Linkedin",3,Sim,tanto faz.,55,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
10/03/2019 14:19:42,Mestrado Acadêmico,BL - Ciências Biológicas,2017,PUCPR,Iniciação científica,,,,0,CAPES,1,0,Sim,"SPSS, Excel",Certamente sim,9,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,B (carro),60,156,60,Cachorro,Não,18/07/1996,"Facebook, Instagram",2,Sim,sem uvas passas,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 15:01:01,Doutorado,SD - Saúde,2011,UFPR,"PET, Monitoria, Bolsista de (algum outro) projeto",2014,2016,UFPR,14,Não,1,2,Sim,"R, Statistica, SPSS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),20,175,78,Não,Bateria,18/01/1987,"Facebook, Instagram, Outras",20,Sim,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Comunicado do Programa de pós-graduação,Não,Não,Não
10/03/2019 16:46:05,Doutorado,TC - Tecnologia,2003,Universidad EARTH - Costa Rica,Empresa Júnior,2012,2014,UFPR,4,Não,1,12,Sim,"R, Excel",Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Outro País,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),10,155,85,Não,Não,29/09/1981,"Facebook, Google+, Instagram, Linkedin",8,Sim,tanto faz.,38,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Não,Sim
10/03/2019 17:39:17,Mestrado Acadêmico,AG - Agrárias,2014,UFPR,"Iniciação científica, Monitoria",,,,0,Não,1,5,Não,Excel,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),15,165,67,2,Não,21/06/2019,"Facebook, Instagram, Linkedin",4,Não,tanto faz.,93,Aumento salarial e oportunidades mais promissoras.,Coordenação de curso,Não,Não,Não
10/03/2019 17:52:43,Doutorado,SD - Saúde,1984,PUCCAMP,Monitoria,2009,2011,UFPR,4,Não,0,3,Sim,"Statistica, Excel",Certamente sim,10,Sou docente UFPR - estatutária,Feminino,1,Outro Estado,Com outros familiares,Carro/moto próprio,B (carro),10,156,65,cachorro,Não,30/08/1963,"Facebook, Instagram",22,Não,tanto faz.,55,Ter qualidade como pesquisadora e contribuir com professora de graduação e pós graduação,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 18:14:44,Aluno externo,SD - Saúde,2005,PUC SP,Bolsista de (algum outro) projeto,,,,01,Não,01,2,Sim,"Excel, Access",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,4,Outro Estado,Com outros familiares,Carro/moto próprio,B (carro),20,165,58,cachorro,Piano,26/05/1971,"Google+, Linkedin",0,Sim,com uvas passas,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
10/03/2019 18:57:18,Mestrado Acadêmico,AG - Agrárias,2018,FATEC Pompeia,Monitoria,,2021,UFPR,0,CAPES,1,0,Sim,"R, Minitab, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,Sozinho,Carro/moto próprio,A e B (moto e carro),40,192,102,Não,"violão, acordeon, piano, trompete",07/09/1990,Linkedin,0,Não,tanto faz.,60,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Sim,Não,Não
10/03/2019 19:26:27,Doutorado,SD - Saúde,2002,Universidade do Contestado,"Iniciação científica, Bolsista de (algum outro) projeto",2012,2014,Universidade do Contestado,13,Não,2,2,Sim,"SPSS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,4,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),120,160,56,Cão; gato,Não,22/01/1981,"Facebook, Google+, Linkedin",0,Sim,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 19:41:58,Doutorado,BL - Ciências Biológicas,2012,UniEvangélica,"Iniciação científica, Monitoria",2014,2016,Universidade Católica de Brasília,3,CNPQ,1,2,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,4,Outro Estado,Sozinho,Carro/moto próprio,A e B (moto e carro),15,174,68,cachorro,violão,16/06/1991,"Facebook, Instagram",10,Sim,sem uvas passas,65,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
10/03/2019 20:05:13,Mestrado Acadêmico,ET - Exatas,2018,PUCPR,Iniciação científica,,2020,,0,CAPES,1,0,Não,NÃO,Certamente sim,7,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com os pais,Transporte público,B (carro),90,162,60,CACHORRO,Não,15/10/1993,"Facebook, Instagram",1,Sim,sem uvas passas,40,Conseguir um emprego.,Site da UFPR,Sim,Sim,Não
10/03/2019 22:01:54,Mestrado Acadêmico,SD - Saúde,2012,UP,Iniciação científica,,,,1,Não,0,0,Sim,SPSS,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),40,166,58,Cachorro ,Não,16/01/1988,"Facebook, Instagram, Linkedin",2,Sim,com uvas passas,37,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
10/03/2019 23:20:31,Doutorado,AG - Agrárias,2014,UNESP - Universidade Estadual Paulista,"Iniciação científica, Empresa Júnior",2015,2017,IAC - Instituto Agronômico de Campinas ,1,CAPES,2,1,Sim,"R, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,1,Outro Estado,Com amigos,INTERCAMP DA UFPR,B (carro),10,165,60,Cachorro; passaro,Não,29/01/1991,"Facebook, Google+, Instagram, Linkedin",15,Sim,com uvas passas,35,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
11/03/2019 00:44:43,Mestrado Acadêmico,TC - Tecnologia,2018,UFPR,"Iniciação científica, PET",,,,0,CNPQ,1,0,Sim,Excel,Certamente sim,8,Bolsista em tempo integral,Masculino,1,Outro Estado,Com outros familiares,Carro/moto próprio,B (carro),15,158,57,Cachorro,Violão,09/04/1995,"Facebook, Instagram, Linkedin",1,Não,tanto faz.,45,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 07:16:28,Mestrado Acadêmico,ET - Exatas,2018,UFPR,Empresa Júnior,,,,0,Não,1,0,Sim,"Excel, Jump",Não sei ainda,7,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Outro Estado,Com os pais,Carro/moto próprio,A e B (moto e carro),20,186,84,Cachorro,Violão,11/01/1994,"Instagram, Linkedin",1,Sim,sem uvas passas,63,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 08:34:47,Doutorado,SD - Saúde,2003,UFPR,,2011,2012,UFPR,15,Não,1,1,Sim,Excel,Certamente sim,10,sócio de empresa PJ com prestação de serviço,Masculino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),30,168,64,Não,Não,21/05/1968,Linkedin,0,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 08:45:19,Mestrado Acadêmico,TC - Tecnologia,2018,UFPR,,,,,0,Não,1,1,Sim,Excel,Não sei ainda,6,Cargo comissionado (Gov do Estado),Feminino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),30,172,62,cachorro,Não,23/03/1996,"Facebook, Instagram, Linkedin, Outras",1,Não,sem uvas passas,55,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Sim,Não
11/03/2019 09:28:37,Mestrado Acadêmico,BL - Ciências Biológicas,2017,Universidade Estudal de Maringá - UEM,Bolsista de (algum outro) projeto,,,,0,Não,1,5,Sim,Statistica,Certamente sim,10,sem bolsa e desempregado,Masculino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,A pé,Não,40,183,103,Cão,Não,13/03/1993,,3,Não tenho conta no NETFLIX,sem uvas passas,40,Aumento salarial e oportunidades mais promissoras.,email da secretaria da pós graduação em genética,Não,Não,Não
11/03/2019 09:46:54,Mestrado Acadêmico,ET - Exatas,2017,UTFPR,"Iniciação científica, Bolsista de (algum outro) projeto",,2019,UFPR,1,Não,1,0,Sim,Excel,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),30,172,65,cachorro,Não,02/11/1993,"Facebook, Instagram, Linkedin",10,Não,sem uvas passas,40,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
11/03/2019 09:57:24,Mestrado Acadêmico,TC - Tecnologia,2015,UNIVALI,,,,UFPR,3,CAPES,1,0,Não,Excel,Não sei ainda,8,Bolsista em tempo integral,Feminino,26,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A (moto),4,177,75,Cachorro.,Não,26/05/1992,"Facebook, Instagram",5,Sim,sem uvas passas,30,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
