Carimbo de data/hora,Qual sua atividade atual na UFPR (relacionada à presença nesta disciplina)?,Qual o Setor de atuação/estudo na UFPR?  ,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação?,De quais programas na graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas diferentes de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software estatístico?,Qual(is) software(s) estatístico(s) você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,Qual das seguintes categorias descreve melhor sua situação de emprego?,Sexo,Quantos irmãos você tem?,Qual a sua origem?,Você mora,Qual seu meio de transporte predominante para ir para Universidade?,Possui habilitação para dirigir? Qual categoria?,"Em média, quanto tempo você demora para chegar a Universidade?",Qual a sua altura?,Qual o seu peso?,Possui animal de estimação?,Toca algum instrumento musical?,Qual a data do seu nascimento?,De quais redes sociais você participa?,"Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Você é o provedor da conta de NETFLIX da sua família/amigos?,O arroz do Natal tem que ser,Quantos anos você acha que a pessoa da foto abaixo tem?,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu algum vídeo da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre o Prof. Coordenador da Disciplina (Paulo Justiniano)?,"Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina (Paulo Afonso, Walmes, Fernando Mayer, Cesar)?"
12/03/2019 17:29:34,Mestrado Acadêmico,SD - Saúde,2016,Centro Universitario Campos de Andrade - UNIANDRADE,,,,,1,Não,1,0,Não,Epi info,Certamente sim,7,Trabalho ocasional,Masculino,2,Interior do Paraná,Com os pais,Transporte público,B (carro),60,179,121,Não,Não,02/07/1994,"Facebook, Instagram, Linkedin",0,Não,tanto faz.,47,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:31:00,Mestrado Acadêmico,AG - Agrárias,2016,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",,,,1,Não,1,0,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,2,Interior do Paraná,Com amigos,A pé,A e B (moto e carro),15,160,59,Não,Não,07/07/1993,"Facebook, Instagram",3,Não,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:32:11,Doutorado,BL - Ciências Biológicas,2020,UFPR,,2007,2009,UFPR,4,Não,0,12,Não,Excel,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,162,78,Não,Não,08/08/1954,"Facebook, Instagram, Linkedin",4,Sim,com uvas passas,28,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos outros professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não
12/03/2019 17:36:50,Mestrado Acadêmico,CH - Humanas,2010,Isulpar ,,,,,1,Não,1,0,Sim,Excel,Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),90,150,50,Cachorro,Não,04/08/1985,"Facebook, Instagram",0,Não,tanto faz.,33,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:40:29,Doutorado,AG - Agrárias,2013,UFPR,Bolsista de (algum outro) projeto,2015,2017,Instituto Nacional de Pesquisas da Amazônia,07,CAPES,3,4,Sim,"R, Statistica, Excel",Certamente sim,8,Trabalho ocasional,Masculino,1,Curitiba ou região metropolitana,Sozinho,Carro/moto próprio,B (carro),5,167,68,Não,bateria e trompete,12/03/1989,"Facebook, Instagram",2,Não,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:40:29,Mestrado Acadêmico,AG - Agrárias,2010,USP ,Iniciação científica,,,,2,Não,2,0,Sim,SAS,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Feminino,4,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),20,173,63,Gato,Não,24/02/1983,Facebook,4,Não,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 17:47:18,Mestrado Acadêmico,CH - Humanas,2019,UFPR,"Iniciação científica, PET, Bolsista de (algum outro) projeto",,,,0,CAPES,2,0,Sim,"R, SPSS, Excel",Certamente sim,8,Bolsista em tempo integral,Masculino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),40,189,90,cachorro,Não,26/10/1996,"Facebook, Twitter, Instagram, Linkedin, Outras",4,Sim,com uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:49:00,Mestrado Acadêmico,SD - Saúde,2014,Unipar de Umuarama,"Iniciação científica, Monitoria",,,,2,CAPES,0,2,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,1,Interior do Paraná,Com amigos,A pé,A (moto),15,186,70,Não,Não,28/06/1992,"Facebook, Instagram, Linkedin",2,Não,sem uvas passas,40,Conseguir um emprego.,Site da UFPR,Não,Não,Não
12/03/2019 17:50:03,Mestrado Acadêmico,ET - Exatas,2012,UTP,,,,,0,Não,0,0,Não,Excel,Certamente sim,7,Trabalho ocasional,Masculino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),60,178,78,gato; cachorro,piano; guitarra; baixo,28/08/1987,"Facebook, Instagram",4,Sim,com uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:55:31,Doutorado,CH - Humanas,2006,Unicamp,Iniciação científica,2015,2017,UFPR,0,CAPES,1,0,Sim,"R, SPSS",Certamente sim,9,Bolsista em tempo integral,Feminino,1,Outro Estado,Com amigos,Transporte público,B (carro),40,167,62,1,Não,11/09/1982,"Facebook, Twitter, Instagram, Linkedin",5,Sim,sem uvas passas,47,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Coordenadores da pós-graduação em Meio Ambiente e Desenvolvimento,Não,Sim,Sim
12/03/2019 17:57:00,Mestrado Acadêmico,AG - Agrárias,2017,UFPR,"Iniciação científica, Bolsista de (algum outro) projeto",,,,1,Não,2,0,Sim,"R, Excel, Assistat",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,178,105,dois cachorros,Não,07/08/1991,"Facebook, Instagram, Linkedin",2,Sim,tanto faz.,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 17:59:00,Mestrado Acadêmico,AG - Agrárias,2009,PUCPR,,,,,3,Não,0,0,Sim,"R, Excel",Certamente sim,8,Bolsista em tempo integral,Feminino,0,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),20,161,57,cão,teclado,01/07/1986,"Facebook, Instagram",5,Não,tanto faz.,45,Aumentar meu conhecimento técnico cientifico e obter oportunidades de emprego tanto em meio acadêmico quanto comercial,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 18:04:11,Doutorado,SL - Litoral,2017,UFPR,Iniciação científica,,2020,UFPR,0,Não,0,5,Sim,BioEstat,Certamente sim,10,Desempregada ,Feminino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,Não,5,167,56,gato; cachorro,Não,11/10/1991,"Facebook, Instagram",2,Sim,tanto faz.,43,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não
12/03/2019 18:21:05,Mestrado Acadêmico,SA - Sociais Aplicadas,2017,Católica de Santa Catarina,Iniciação científica,,2021,UFPR,1,Não,1,0,Sim,Excel,Certamente sim,10,Desempregada,Feminino,1,Outro Estado,Com outros familiares,Carro/moto próprio,A (moto),40,163,64,Cachorro,Não,21/11/1985,"Facebook, Instagram, Linkedin",0,Não,com uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
12/03/2019 18:42:39,Mestrado Acadêmico,SD - Saúde,2014,universidade federal do espírito santo,"Iniciação científica, PET, Monitoria, Bolsista de (algum outro) projeto",,,,1,CAPES,2,1,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,Sozinho,A pé,A e B (moto e carro),10,180,80,Não,violão,16/03/1988,Instagram,12,Sim,sem uvas passas,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 18:48:10,Doutorado,BL - Ciências Biológicas,2015,UEPG,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2016,2018,UEPG,15,CAPES,1,1,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,3,Interior do Paraná,Com outros familiares,Bicicleta,B (carro),25,163,60,Não,Não,08/12/1993,"Facebook, Instagram",4,Sim,sem uvas passas,65,Conseguir um emprego.,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 18:43:43,Doutorado,SD - Saúde,2013,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2014,2015,UFPR,1,CAPES,0,1,Não,Excel,Certamente sim,10,Bolsista em tempo integral,Feminino,4,Interior do Paraná,"Pensão, quarto alugado ou algo similar",Transporte público,A e B (moto e carro),30,160,65,Não,Não,23/02/1987,"Facebook, Instagram, Linkedin",2,Sim,sem uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma página institucional da UFPR na mídia social,Não,Não,Não
12/03/2019 19:09:10,Mestrado Acadêmico,AG - Agrárias,2018,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto, Grupos de estudos ",,2021,UFPR,0,Não,1,0,Não,Excel,Certamente sim,9,Bolsista em tempo integral,Feminino,0,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),10,166,63,Cão; ratos,Não,08/12/1993,"Facebook, Instagram",4,Não,sem uvas passas,40,Aumento salarial e oportunidades mais promissoras.,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 19:09:31,especialização ,CH - Humanas,2017,Tuiuti,Monitoria,,,,0,Funpar,1,0,Não,Excel,Não sei ainda,7,Trabalho ocasional,Feminino,0,Curitiba ou região metropolitana,Com os pais,Transporte público,Não,40,162,70,Não,Não,03/06/1990,"Facebook, Twitter, Instagram",5,Não,sem uvas passas,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 19:10:15,Doutorado,AG - Agrárias,2016,UFRA,"Iniciação científica, PET, Programa mais educação",2017,2019,UDESC,0,CAPES,2,3,Sim,"SAS, Statistica, SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,0,Outro Estado,"Pensão, quarto alugado ou algo similar",A pé,Não,25,162,85,Não,Não,29/11/1993,"Instagram, Outras",4,Não,com uvas passas,46,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 19:19:18,Doutorado,BL - Ciências Biológicas,2005,UFPR,Monitoria,2012,2014,UFPR,0,CAPES,1,1,Sim,"SPSS, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),25,176,75,cachorro,violão,15/01/1984,"Facebook, Google+, Instagram, Linkedin",1,Sim,sem uvas passas,52,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 19:26:49,Mestrado Acadêmico,SD - Saúde,2007,Puc PR,Iniciação científica,,,,0,Não,1,3,Não,Excel,Certamente sim,7,Autônomo ,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Táxi/Aplicativo,B (carro),20,171,79,Não,Não,25/02/1980,"Facebook, Instagram",10,Sim,tanto faz.,48,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 19:28:32,Mestrado Profisional,AG - Agrárias,2017,UFPR,"Monitoria, Empresa Júnior",,,,0,CAPES,2,4,Sim,Excel,Certamente sim,8,Bolsista em tempo integral,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),40,170,68,cao,Não,12/11/1994,"Facebook, Twitter, Instagram, Linkedin",0,Sim,tanto faz.,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo meu/minha orientador/orientadora,Não,Não,Não
12/03/2019 19:38:56,Mestrado Acadêmico,ET - Exatas,2017,UTFPR,"Iniciação científica, Monitoria",,2019,,0,Não,1,3,Não,"Minitab, Excel",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carona com amigos,B (carro),30,158,55,Cadela; gato,Não,25/06/1992,"Facebook, Linkedin",2,Sim,tanto faz.,60,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Coordenador da pós de elétrica,Não,Não,Não
12/03/2019 19:45:39,Doutorado,TC - Tecnologia,2001,PUC PR,Iniciação científica,2006,2008,UFPR,1,Não,1,1,Sim,"Minitab, Excel",Certamente sim,9,Trabalho ocasional,Feminino,1,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),15,159,85,CACHORROS E PEIXES,PIANO,22/12/1978,"Facebook, Twitter, Google+, Instagram, Linkedin",0,Sim,sem uvas passas,65,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Sim,Não,Não
12/03/2019 19:56:58,Doutorado,SA - Sociais Aplicadas,1999,UFPR,Iniciação científica,2016,2018,USF,0,Não,0,0,Não,nenhum,Não sei ainda,7,Trabalho por contrato,Feminino,6,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),10,170,62,coelho,Não,14/08/1975,"Facebook, Twitter, Google+, Instagram, Linkedin",0,Não tenho conta no NETFLIX,sem uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 20:02:06,Doutorado,AG - Agrárias,2014,UNIVERSIDADE FEDERAL DO TOCANTINS,"Iniciação científica, Monitoria",2017,2019,UFPR,10,Não,2,1,Sim,Excel,Certamente sim,10,Bolsista em tempo integral,Masculino,1,Outro Estado,Com amigos,A pé,A e B (moto e carro),20,164,64,GATO,Não,21/02/1991,"Facebook, Instagram",16,Não,sem uvas passas,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 20:09:44,Mestrado Acadêmico,TC - Tecnologia,2001,UFPR,Estágio profissional EMBRAPA,,,,0,Não,01,01,Sim,"R, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,03,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),15,172,70,Não,flauta; violão; percussão,16/08/1975,Outras,0,Não,tanto faz.,50,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Não,Sim,Sim
12/03/2019 20:12:03,Mestrado Acadêmico,ET - Exatas,2018,Universidade Da Região De Joinville - Univille ,Iniciação científica,,,,8,Não,1,0,Sim,Excel,Não sei ainda,8,Não estou trabalhando ,Feminino,2,Interior do Paraná,Com outros familiares,Transporte público,B (carro),30,169,66,Não,Não,31/01/1997,"Facebook, Instagram, Linkedin",7,Não,tanto faz.,48,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:12:41,Doutorado,BL - Ciências Biológicas,1994,UFPR,,2014,2016,UTFPR,3,Não,1,2,Sim,"SPSS, Excel",Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Masculino,2,Outro Estado,Sozinho,Carro/moto próprio,B (carro),20,184,85,Cachorro ,Não,26/07/1968,"Instagram, Linkedin",3,Sim,com uvas passas,34,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR,Não,Não,Não
12/03/2019 20:24:35,Mestrado Profisional,CH - Humanas,2004,UFPR,,2018,,,0,Não,0,4,Não,Excel,Não sei ainda,3,Trabalho com carteira assinada/Vínculo Formal,Feminino,10,Outro Estado,Com outros familiares,Transporte público,Não,40,157,60,gato; cachorro,Não,13/12/1966,,0,Sim,tanto faz.,29,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:35:38,Doutorado,AG - Agrárias,1999,Universidade de Brasília - UNB,Empresa Júnior,2014,2016,UFPR,0,Não,0,3,Sim,Excel,Não sei ainda,10,Servidor Público Federal aposentado,Masculino,6,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,Superior à B,45,172,115,Cão,Violão,08/01/1962,"Facebook, Google+, Instagram, Linkedin, Outras",10,Sim,tanto faz.,50,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:37:16,Mestrado Acadêmico,TC - Tecnologia,2000,UFPR,Bolsista de (algum outro) projeto,,,UFPR,0,Não,1,6,Sim,Excel,Não sei ainda,7,Trabalho por contrato,Feminino,2,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Táxi/Aplicativo,A (moto),15,164,53,Não,Não,28/07/1975,"Twitter, Google+, Instagram",10,Não,com uvas passas,53,"Dar aula, talvez continuar a pesquisa. No trabalho, não deve impactar minha remuneração.",Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:40:40,Doutorado,TC - Tecnologia,2016,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",2016,2018,UFPR,3,Não,2,0,Sim,"Statistica, Excel",Certamente sim,8,autonoma,Feminino,2,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,A (moto),2,172,61,cachorros ,Não,30/12/1992,"Facebook, Instagram, Linkedin",0,Sim,sem uvas passas,52,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:44:22,Doutorado,SD - Saúde,2013,UFPR,"Monitoria, Bolsista de (algum outro) projeto",2016,2018,UFPR,2,Não,1,19,Sim,"SPSS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),30,156,86,Não,piano,20/01/1991,"Facebook, Instagram",15,Sim,sem uvas passas,58,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:49:58,Mestrado Acadêmico,SD - Saúde,2018,UFPR,"Iniciação científica, Monitoria, Bolsista de (algum outro) projeto",,,,10,Não,2,0,Sim,"R, Excel",Certamente sim,10,Bolsista em tempo integral,Masculino,2,Curitiba ou região metropolitana,Com os pais,Carro/moto próprio,B (carro),60,176,85,cachorro,Não,22/01/1992,"Facebook, Instagram, Linkedin, Outras",4,Não,sem uvas passas,54,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 20:59:21,Doutorado,TC - Tecnologia,2014,UFT,"Iniciação científica, PET",2016,2018,UFPR,2,CAPES,2,1,Sim,"Statistica, Excel",Certamente sim,10,Bolsista em tempo integral,Feminino,2,Outro Estado,Com outros familiares,A pé,Não,35,175,98,Gato,Não,26/09/1990,"Instagram, Linkedin",20,Sim,com uvas passas,35,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 21:08:44,Mestrado Acadêmico,AG - Agrárias,2013,UFPR,Iniciação científica,,,,0,Não,2,3,Sim,Excel,Certamente sim,9,desempregada e sem bolsa,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),100,172,83,gato,Não,29/12/1989,"Facebook, Instagram, Linkedin",0,Não tenho conta no NETFLIX,tanto faz.,63,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 21:10:06,Professor,SD - Saúde,1981,UFPR,,1990,1991,Universidade de Londres,10,Não,1,3,Sim,Stata,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,3,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),15,165,90,Não,Não,09/12/1957,"Facebook, Instagram",3,Não,tanto faz.,50,,Por amigos,Não,Não,Não
12/03/2019 21:30:09,Doutorado,TC - Tecnologia,2003,UFPR,,2014,2017,UFPR,1,Não,2,0,Sim,Statistica,Certamente sim,9,Servidor Público (UFPR),Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),40,167,83,Cachorro,Não,21/07/1977,,0,Não,tanto faz.,53,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Não,Não,Não
12/03/2019 22:02:54,Mestrado Acadêmico,SD - Saúde,2007,UEPG,,2018,,UFPR,01,Não,01,01,Sim,Excel,Certamente sim,9,Funcionaria publica,Feminino,3,Outro Estado,Sozinho,Carro/moto próprio,B (carro),40,172,62,Gatas,Não,23/11/1981,"Facebook, Instagram, Linkedin",2,Não,com uvas passas,56,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelos outros professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não
12/03/2019 22:38:59,Doutorado,SA - Sociais Aplicadas,2011,UEPG,Iniciação científica,2013,2015,UFPR,12,Não,1,2,Sim,"SPSS, Excel",Certamente sim,7,Trabalho por contrato,Feminino,2,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,B (carro),150,175,80,CACHORRO,Não,23/06/1985,Facebook,7,Não,tanto faz.,40,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 23:08:22,Mestrado Profisional,SD - Saúde,2005,UEL,,,,,0,Não,0,0,Sim,Excel,Não sei ainda,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Táxi/Aplicativo,B (carro),15,170,72,Não,Não,14/08/1980,"Facebook, Instagram",4,Sim,com uvas passas,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
12/03/2019 23:51:36,Doutorado,ET - Exatas,2000,UFPR,"Monitoria, Bolsista de (algum outro) projeto, Empresa Júnior",2003,2005,UFPR,0,Não,1,12,Sim,Statistica,Certamente sim,8,Trabalho com carteira assinada/Vínculo Formal,Masculino,5,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,B (carro),60,188,87,Não,Não,29/07/1970,"Facebook, Google+, Instagram, Linkedin",0,Sim,sem uvas passas,30,Conseguir um emprego.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 00:50:29,Doutorado,CT - Ciências da Terra,2003,IME,Iniciação científica,2007,,INPE,0,Não,1,2,Sim,SPSS,Certamente sim,8,MILITAR,Masculino,1,Outro Estado,Sozinho,Carro/moto próprio,B (carro),15,173,77,Não,Não,15/07/1980,"Facebook, Twitter, Instagram",20,Não tenho conta no NETFLIX,sem uvas passas,50,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 06:42:58,Mestrado Acadêmico,AG - Agrárias,2013,ULBRA,Iniciação científica,,,UFPR,1,CAPES,2,2,Sim,"SAS, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,6,Outro Estado,Com outros familiares,Carro/moto próprio,A e B (moto e carro),60,180,88,"cachorro, gato",Não,27/09/1978,"Google+, Linkedin",0,Sim,tanto faz.,55,Aumento salarial e oportunidades mais promissoras.,Site da UFPR,Não,Não,Não
13/03/2019 07:51:10,Doutorado,SD - Saúde,2006,UFPR,"Iniciação científica, Monitoria",2007,2008,UFPR,2,Não,1,2,Sim,Statistica,Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Feminino,2,Curitiba ou região metropolitana,Com o namorado(a)/noivo(a)/cônjuge,Bicicleta,A e B (moto e carro),30,164,71,CÃES E GATOS,Não,19/05/1983,,0,Não,com uvas passas,40,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 08:07:15,Mestrado Acadêmico,AG - Agrárias,2017,UFPR,"Iniciação científica, Monitoria",,,,1,CNPQ,1,0,Não,nenhum,Não sei ainda,6,Sem bolsa no momento,Masculino,3,Curitiba ou região metropolitana,Com outros familiares,Carro/moto próprio,B (carro),40,187,76,Não,Não,04/11/1992,"Facebook, Instagram",3,Não,tanto faz.,45,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 08:20:21,Doutorado,SP - Palotina,2006,UFPR,,2007,2009,UFPR,2,Não,1,1,Sim,"Statistica, Excel",Certamente sim,10,Trabalho com carteira assinada/Vínculo Formal,Masculino,1,Interior do Paraná,Com o namorado(a)/noivo(a)/cônjuge,Transporte público,A e B (moto e carro),30,180,80,Não,Não,17/10/1980,"Facebook, Twitter, Instagram",0,Sim,tanto faz.,65,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 08:24:44,Mestrado Profisional,CT - Ciências da Terra,2016,"Universidad Santo Tomás de Aquino. Bogotá, Colombia.",Monitoria,,,,0,Não,1,2,Sim,Excel,Não sei ainda,8,Trabalho por contrato,Feminino,1,Outro País,"Pensão, quarto alugado ou algo similar",Transporte público,B (carro),30,175,75,Não,Não,21/10/1992,"Facebook, Instagram, Linkedin",5,Não,tanto faz.,42,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Eu vi no site do SIGA e me interessei,Não,Não,Não
13/03/2019 08:49:58,Doutorado,BL - Ciências Biológicas,2000,PUC GO,Iniciação científica,2007,2010,UFPR,2,Não,1,1,Não,Excel,Certamente sim,9,Trabalho com carteira assinada/Vínculo Formal,Feminino,1,Outro Estado,Com o namorado(a)/noivo(a)/cônjuge,Carro/moto próprio,A e B (moto e carro),25.,160,72,Não,Não,06/12/1976,Facebook,0,Sim,com uvas passas,45,Aumento salarial e oportunidades mais promissoras.,Eu vi no site do SIGA e me interessei,Não,Não,Não
